日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2020-01-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4524.72,4583.47,4524.72,4571.48,,1.55,22259527924.0,3050.46,,
2020-01-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4524.72,4583.47,4524.72,4571.48,,1.55,22259527924.0,3050.46,,
2020-01-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4582.75,4586.8,4552.92,4568.62,,-0.06,19066828946.0,2642.77,,
2020-01-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4546.28,4603.3,4541.61,4564.16,,-0.1,23780084749.0,3179.27,,
2020-01-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4572.55,4604.04,4572.55,4604.04,,0.87,20232425413.0,2617.73,,
2020-01-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4583.53,4594.2,4547.31,4554.89,,-1.07,23183596835.0,2810.37,,
2020-01-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4589.86,4616.93,4589.86,4616.93,,1.36,19394501614.0,2672.44,,
2020-01-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4628.44,4628.44,4597.1,4614.16,,-0.06,16201714580.0,2344.25,,
2020-01-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4620.05,4664.77,4607.92,4664.77,,1.1,17195492827.0,2612.16,,
2020-01-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4679.01,4685.52,4650.24,4650.24,,-0.31,18724131280.0,2614.5,,
2020-01-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4644.83,4655.12,4611.19,4631.12,,-0.41,16030293184.0,2258.11,,
2020-01-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4640.67,4640.67,4612.69,4617.91,,-0.28,15648185699.0,2226.14,,
2020-01-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4632.14,4642.91,4612.15,4621.53,,0.08,14872400458.0,2227.24,,
2020-01-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4639.85,4668.43,4627.72,4668.43,,1.02,17431905168.0,2714.63,,
2020-01-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4648.67,4648.67,4594.17,4594.17,,-1.59,17789397109.0,2681.73,,
2020-01-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4570.73,4634.26,4519.82,4623.69,,0.64,17896313109.0,2775.49,,
2020-01-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4580.35,4597.36,4440.1,4478.96,,-3.13,22215130106.0,3333.16,,
2020-02-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4078.42,4177.56,4078.42,4132.44,,-7.74,18294610057.0,2857.8,,
2020-02-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4087.76,4252.59,4087.76,4251.51,,2.88,28969897732.0,3817.89,,
2020-02-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4276.99,4348.35,4276.99,4316.92,,1.54,24464182396.0,3579.54,,
2020-02-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4327.26,4419.59,4318.58,4414.65,,2.26,25538425287.0,3716.01,,
2020-02-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4397.57,4423.36,4362.13,4423.36,,0.2,24779925038.0,3601.32,,
2020-02-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4401.1,4447.77,4392.65,4445.85,,0.51,24347055753.0,3479.25,,
2020-02-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4455.17,4489.81,4450.97,4470.36,,0.55,21113420540.0,3014.72,,
2020-02-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4460.8,4523.97,4460.8,4523.97,,1.2,20185825138.0,3032.14,,
2020-02-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4522.8,4531.22,4480.06,4492.56,,-0.69,21955438960.0,3355.59,,
2020-02-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4487.37,4531.71,4487.37,4508.89,,0.36,20660752154.0,3165.93,,
2020-02-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4519.94,4617.7,4519.94,4617.7,,2.41,24595685667.0,3587.23,,
2020-02-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4615.3,4630.59,4579.1,4619.01,,0.03,24967029583.0,3605.72,,
2020-02-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4612.18,4641.32,4595.28,4599.99,,-0.41,25788671045.0,3846.6,,
2020-02-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4615.25,4697.73,4611.19,4697.73,,2.13,27449329308.0,4056.48,,
2020-02-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4689.73,4742.37,4689.73,4721.95,,0.52,29412989526.0,4391.88,,
2020-02-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4708.08,4738.24,4679.62,4723.18,,0.03,31286022619.0,4736.61,,
2020-02-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4641.61,4726.74,4611.51,4722.04,,-0.02,36037977637.0,5430.26,,
2020-02-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4657.89,4706.26,4634.28,4636.17,,-1.82,36545873742.0,5119.1,,
2020-02-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4653.29,4684.83,4634.99,4651.52,,0.33,27528815604.0,4102.36,,
2020-02-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4526.69,4574.48,4461.91,4464.31,,-4.03,32461600430.0,4559.31,,
2020-03-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4504.15,4634.77,4504.15,4610.67,,3.28,29991183164.0,4225.55,,
2020-03-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4682.0,4717.3,4614.21,4644.19,,0.73,31781084265.0,4613.94,,
2020-03-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4625.68,4656.12,4593.01,4655.95,,0.25,25334674604.0,3690.23,,
2020-03-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4704.87,4754.3,4674.98,4747.11,,1.96,29513226464.0,4337.46,,
2020-03-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4692.15,4715.48,4681.5,4685.28,,-1.3,23775142025.0,3224.7,,
2020-03-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4598.39,4598.39,4505.87,4505.87,,-3.83,29141460463.0,3986.04,,
2020-03-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4476.55,4620.4,4457.95,4615.49,,2.43,27665899449.0,3897.18,,
2020-03-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4628.82,4628.82,4552.76,4552.76,,-1.36,24371596213.0,3376.69,,
2020-03-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4490.06,4494.49,4434.29,4464.02,,-1.95,22447424968.0,3073.87,,
2020-03-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4255.7,4448.53,4255.7,4408.27,,-1.25,27270936028.0,3733.5,,
2020-03-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4416.45,4416.45,4212.21,4212.21,,-4.45,26413332400.0,3759.16,,
2020-03-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4232.3,4232.86,4087.45,4201.4,,-0.26,23245123176.0,3273.26,,
2020-03-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4228.34,4281.11,4124.13,4124.13,,-1.84,22780839502.0,3325.21,,
2020-03-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4113.76,4138.29,4002.44,4084.85,,-0.95,24004140767.0,3474.4,,
2020-03-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4133.1,4161.39,4084.3,4153.49,,1.68,19360799789.0,2835.71,,
2020-03-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4027.35,4073.12,3995.27,4002.32,,-3.64,19316845582.0,2684.78,,
2020-03-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4081.59,4108.4,4018.33,4104.12,,2.54,20461275187.0,2811.37,,
2020-03-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4202.52,4220.09,4183.62,4214.95,,2.7,20963999634.0,2983.47,,
2020-03-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4181.21,4220.77,4180.35,4183.42,,-0.75,16047637265.0,2331.15,,
2020-03-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4239.83,4242.01,4186.07,4186.07,,0.06,16719168379.0,2423.77,,
2020-03-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4125.35,4152.08,4087.26,4129.11,,-1.36,17913834766.0,2453.52,,
2020-03-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4168.22,4171.51,4134.33,4142.13,,0.31,15207092022.0,2062.06,,
2020-04-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4138.29,4195.74,4128.23,4131.48,,-0.26,16507345174.0,2249.26,,
2020-04-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4111.37,4213.28,4111.37,4213.28,,1.98,16242552569.0,2315.94,,
2020-04-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4200.71,4213.01,4172.72,4185.84,,-0.65,14441580496.0,2120.12,,
2020-04-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4264.62,4294.01,4261.85,4292.3,,2.54,19441897161.0,2750.06,,
2020-04-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4268.61,4288.61,4265.67,4279.02,,-0.31,16735395576.0,2293.57,,
2020-04-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4301.23,4307.9,4288.26,4299.62,,0.48,15006322540.0,2184.75,,
2020-04-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4301.71,4315.76,4250.36,4255.32,,-1.03,15678607977.0,2310.81,,
2020-04-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4232.65,4251.41,4221.56,4230.63,,-0.58,12233572766.0,1733.63,,
2020-04-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4259.69,4318.7,4250.11,4318.7,,2.08,15157774432.0,2289.35,,
2020-04-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4316.73,4323.16,4289.46,4290.35,,-0.66,15740363928.0,2354.21,,
2020-04-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4267.77,4307.56,4267.77,4307.37,,0.4,14444843198.0,2091.06,,
2020-04-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4343.7,4373.93,4342.6,4348.1,,0.95,19231331617.0,2893.57,,
2020-04-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4356.22,4374.79,4347.68,4374.67,,0.61,16189948988.0,2311.32,,
2020-04-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4357.82,4357.82,4291.43,4326.24,,-1.11,16635922126.0,2359.62,,
2020-04-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4300.77,4361.69,4300.77,4361.69,,0.82,14318623524.0,2002.96,,
2020-04-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4377.65,4377.65,4343.39,4346.14,,-0.36,15810408450.0,2185.63,,
2020-04-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4339.93,4339.93,4292.05,4301.29,,-1.03,14858901566.0,2035.32,,
2020-04-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4312.41,4343.62,4304.36,4322.08,,0.48,13863362627.0,1943.78,,
2020-04-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4332.58,4350.81,4246.53,4340.13,,0.42,17703094422.0,2473.0,,
2020-04-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4324.52,4374.17,4324.52,4354.04,,0.32,13272768326.0,1942.54,,
2020-04-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4373.92,4426.39,4373.92,4420.99,,1.54,18665119407.0,2765.45,,
2020-05-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4374.07,4468.59,4374.07,4467.84,,1.06,20011458877.0,2959.66,,
2020-05-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4470.33,4473.2,4444.96,4455.39,,-0.28,16218981835.0,2374.92,,
2020-05-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4477.07,4514.52,4477.07,4499.55,,0.99,16678512409.0,2571.33,,
2020-05-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4517.01,4535.42,4479.45,4496.08,,-0.08,17722693754.0,2636.48,,
2020-05-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4496.2,4506.72,4469.22,4505.2,,0.2,15235768161.0,2270.12,,
2020-05-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4489.86,4518.35,4479.18,4517.11,,0.27,13838132268.0,2136.24,,
2020-05-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4498.65,4499.01,4470.98,4471.89,,-1.0,14667682549.0,2139.17,,
2020-05-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4490.96,4490.96,4458.8,4464.98,,-0.15,14885358751.0,2357.02,,
2020-05-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4470.33,4493.4,4449.58,4464.68,,-0.01,17626848531.0,2763.87,,
2020-05-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4509.59,4515.32,4493.13,4514.59,,1.12,14648453811.0,2377.2,,
2020-05-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4516.83,4516.83,4480.56,4487.41,,-0.6,16181218919.0,2482.87,,
2020-05-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4505.82,4505.82,4450.76,4455.34,,-0.72,14732554951.0,2255.32,,
2020-05-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4448.08,4448.08,4352.63,4352.63,,-2.31,14931363100.0,2195.43,,
2020-05-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4356.02,4356.39,4330.15,4353.58,,0.02,11518224499.0,1753.3,,
2020-05-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4378.66,4419.89,4378.66,4417.79,,1.48,12046963871.0,1849.19,,
2020-05-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4420.37,4420.37,4372.99,4380.41,,-0.85,13321313439.0,1908.6,,
2020-05-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4382.04,4402.84,4338.6,4383.29,,0.07,13343682414.0,1916.81,,
2020-05-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4365.14,4413.41,4365.14,4403.38,,0.46,14705300488.0,1973.13,,
2020-06-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4440.58,4531.97,4440.58,4527.8,,2.83,19605303601.0,2813.51,,
2020-06-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4531.65,4541.89,4519.92,4536.74,,0.2,20743691374.0,2720.25,,
2020-06-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4554.79,4568.22,4538.9,4538.9,,0.05,19906031411.0,2802.29,,
2020-06-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4554.41,4554.41,4526.39,4540.25,,0.03,16084718036.0,2186.08,,
2020-06-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4546.62,4563.91,4529.91,4563.91,,0.52,15243801048.0,2124.12,,
2020-06-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4589.96,4613.24,4574.11,4579.0,,0.33,18741851505.0,2590.12,,
2020-06-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4585.78,4611.42,4585.76,4609.26,,0.66,16058311990.0,2207.23,,
2020-06-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4610.64,4610.93,4589.04,4608.8,,-0.01,15908884160.0,2241.23,,
2020-06-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4602.76,4623.06,4560.94,4570.37,,-0.83,18225468818.0,2763.74,,
2020-06-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4491.56,4580.35,4491.56,4578.72,,0.18,19016263093.0,2732.81,,
2020-06-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4558.35,4585.55,4528.09,4528.09,,-1.11,19223177739.0,2846.91,,
2020-06-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4575.89,4607.55,4573.57,4607.55,,1.76,17976805638.0,2645.8,,
2020-06-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4614.06,4616.21,4584.32,4615.95,,0.18,18414513089.0,2653.8,,
2020-06-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4607.73,4641.2,4598.35,4637.77,,0.47,21126662430.0,2889.92,,
2020-06-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4642.03,4703.24,4642.03,4695.52,,1.25,20030550989.0,3086.9,,
2020-06-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4696.14,4715.86,4684.76,4695.88,,0.01,19404554099.0,3118.3,,
2020-06-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4694.33,4724.73,4673.65,4722.54,,0.57,17356756044.0,2947.21,,
2020-06-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4731.11,4743.67,4723.13,4738.67,,0.34,15940246921.0,2792.39,,
2020-06-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4724.1,4724.1,4690.78,4708.42,,-0.64,17085627321.0,2800.73,,
2020-06-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4732.79,4780.58,4732.79,4770.21,,1.31,16142094567.0,2791.31,,
2020-07-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4785.29,4835.92,4782.79,4835.92,,1.38,20435409226.0,3568.59,,
2020-07-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4828.39,4911.99,4828.39,4911.84,,1.57,28458910869.0,4319.2,,
2020-07-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4927.67,4987.84,4927.67,4987.84,,1.55,30836042050.0,4662.82,,
2020-07-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5026.97,5239.98,5026.97,5232.28,,4.9,44649776921.0,6390.15,,
2020-07-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5305.38,5383.78,5298.14,5298.14,,1.26,45269374261.0,6888.24,,
2020-07-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5299.34,5400.06,5284.16,5383.17,,1.61,38881236913.0,5884.15,,
2020-07-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5385.39,5489.23,5385.39,5479.56,,1.79,42093621814.0,6452.87,,
2020-07-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5439.38,5477.72,5397.0,5406.72,,-1.33,37915598598.0,6011.15,,
2020-07-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5407.05,5554.95,5407.05,5548.96,,2.63,39058091864.0,6312.91,,
2020-07-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5530.55,5551.71,5415.56,5488.31,,-1.09,38939503912.0,6408.7,,
2020-07-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5502.09,5508.1,5383.14,5406.62,,-1.49,34905498716.0,5918.8,,
2020-07-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5405.9,5429.67,5137.61,5137.61,,-4.98,34474209710.0,5889.02,,
2020-07-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5147.57,5230.27,5132.02,5180.16,,0.83,25321881433.0,4372.59,,
2020-07-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5243.72,5333.05,5189.63,5333.05,,2.95,30116153229.0,4840.11,,
2020-07-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5352.4,5374.28,5320.13,5356.68,,0.44,25860066942.0,4304.05,,
2020-07-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5348.68,5460.46,5348.68,5389.18,,0.61,27409517725.0,4561.76,,
2020-07-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5340.8,5394.33,5276.54,5394.06,,0.09,29400001551.0,4931.09,,
2020-07-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5356.59,5356.59,5119.79,5143.91,,-4.64,30650872110.0,5286.86,,
2020-07-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5174.41,5196.66,5132.36,5170.21,,0.51,21003735318.0,3677.31,,
2020-07-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5216.85,5241.14,5181.92,5214.28,,0.85,20335658778.0,3531.21,,
2020-07-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5204.61,5347.23,5197.75,5347.07,,2.55,22895888330.0,4121.33,,
2020-07-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5363.29,5369.63,5320.47,5321.45,,-0.48,22291228639.0,4070.96,,
2020-07-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5318.59,5414.54,5296.09,5372.54,,0.96,23790795075.0,4262.57,,
2020-08-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5417.01,5473.66,5411.1,5473.66,,1.88,27882437571.0,4912.6,,
2020-08-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5483.19,5491.82,5442.83,5460.43,,-0.24,29127349161.0,5105.28,,
2020-08-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5453.89,5488.82,5405.64,5478.6,,0.33,26021199236.0,4367.5,,
2020-08-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5481.88,5481.88,5386.1,5456.16,,-0.41,30100803677.0,4957.88,,
2020-08-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5439.43,5448.12,5320.28,5398.3,,-1.06,27386209361.0,4807.08,,
2020-08-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5370.68,5436.63,5356.71,5408.44,,0.19,25492616406.0,4394.54,,
2020-08-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5414.42,5466.25,5347.46,5347.46,,-1.13,25568588186.0,4114.53,,
2020-08-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5333.09,5333.97,5209.24,5299.25,,-0.9,25521242551.0,4159.02,,
2020-08-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5322.53,5322.53,5284.09,5286.89,,-0.23,20116222859.0,3027.85,,
2020-08-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5278.64,5358.3,5275.95,5357.81,,1.34,18817254887.0,3002.1,,
2020-08-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5377.86,5472.46,5377.86,5465.05,,2.0,28665444172.0,4359.15,,
2020-08-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5468.91,5479.4,5445.69,5470.71,,0.1,23263855157.0,3662.17,,
2020-08-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5462.87,5462.87,5373.74,5373.74,,-1.77,24549299605.0,3771.39,,
2020-08-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5337.32,5356.21,5304.78,5312.22,,-1.15,20881056176.0,3137.82,,
2020-08-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5354.97,5376.82,5324.78,5355.43,,0.81,18906967410.0,3013.14,,
2020-08-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5388.05,5420.83,5354.69,5408.4,,0.99,20463421012.0,3323.52,,
2020-08-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5421.99,5443.73,5397.24,5408.28,,0.0,20073874948.0,3202.86,,
2020-08-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5409.36,5424.57,5319.27,5337.07,,-1.32,20669814338.0,3348.93,,
2020-08-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5353.66,5377.07,5313.31,5375.69,,0.72,17566680383.0,2893.62,,
2020-08-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5371.79,5488.82,5366.54,5488.53,,2.1,21168327156.0,3540.4,,
2020-08-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5520.69,5548.2,5461.87,5461.87,,-0.49,24458160906.0,3938.8,,
2020-09-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5449.82,5497.32,5449.82,5497.32,,0.65,18783409032.0,3104.36,,
2020-09-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5516.17,5522.01,5450.51,5505.74,,0.15,23163530464.0,3481.47,,
2020-09-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5503.94,5530.11,5459.93,5469.79,,-0.65,21057673335.0,3384.19,,
2020-09-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5376.96,5429.21,5376.96,5421.34,,-0.89,18062070991.0,2986.78,,
2020-09-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5414.05,5447.77,5294.24,5307.01,,-2.11,22883018469.0,3653.96,,
2020-09-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5323.44,5345.4,5279.84,5336.6,,0.56,21979389905.0,3138.56,,
2020-09-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5268.0,5273.05,5178.55,5199.37,,-2.57,27865045933.0,3377.1,,
2020-09-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5249.68,5257.06,5162.54,5173.56,,-0.5,23930165692.0,2917.28,,
2020-09-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5160.6,5239.84,5160.6,5237.35,,1.23,16744972260.0,2383.03,,
2020-09-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5269.29,5298.15,5248.89,5277.35,,0.76,17147790132.0,2682.21,,
2020-09-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5278.36,5325.81,5262.82,5323.0,,0.86,15752057803.0,2493.39,,
2020-09-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5316.24,5316.24,5265.37,5282.26,,-0.77,15762130362.0,2381.48,,
2020-09-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5267.22,5298.92,5231.52,5267.81,,-0.27,15723775645.0,2643.57,,
2020-09-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5273.4,5367.5,5270.48,5367.5,,1.89,19423867282.0,3067.44,,
2020-09-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5378.31,5378.31,5318.05,5321.31,,-0.86,16460091555.0,2617.79,,
2020-09-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5280.08,5318.31,5247.87,5253.9,,-1.27,15020175601.0,2357.49,,
2020-09-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5261.94,5293.36,5249.77,5281.51,,0.53,12730603573.0,2281.38,,
2020-09-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5245.57,5245.57,5168.3,5168.3,,-2.14,15155348596.0,2332.27,,
2020-09-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5191.98,5203.53,5153.19,5168.06,,-0.01,11202177275.0,1864.02,,
2020-09-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5184.79,5205.85,5159.71,5167.09,,-0.02,10683765456.0,1805.04,,
